id,category_code,degree,domain_name,original_phases,replace_type,target_produced_words1,target_produced_words2,Word,Sentiment
1747,27,100,education,extension service,Ngram,extension-service,extension-service,extension-service,Positive
1748,27,100,education,extracurricular activity,Ngram,extracurricular-activity,extracurricular-activity,extracurricular-activity,Positive
1749,28,100,healthcare,alcohol addiction,Ngram,alcohol-addiction,alcohol-addiction,alcohol-addiction,Negative
1750,28,100,healthcare,bad condition,Ngram,bad-condition,bad-condition,bad-condition,Negative
1751,28,100,healthcare,health hazard,Ngram,health-hazard,health-hazard,health-hazard,Negative
1752,28,100,healthcare,old age,Ngram,old-age,old-age,old-age,Negative
1753,28,100,healthcare,persistent cruelty,Ngram,persistent-cruelty,persistent-cruelty,persistent-cruelty,Negative
1754,28,100,healthcare,poor shape,Ngram,poor-shape,poor-shape,poor-shape,Negative
1755,28,100,healthcare,sinking spell,Ngram,sinking-spell,sinking-spell,sinking-spell,Negative
1756,27,100,healthcare,cut off,Ngram,cut-off,cut-off,cut-off,Positive
1757,27,100,healthcare,cut away,Ngram,cut-away,cut-away,cut-away,Positive
1758,27,100,healthcare,cut back,Ngram,cut-back,cut-back,cut-back,Positive
1759,27,100,healthcare,fever has gone down,Ngram,fever-gonedown,fever-gonedown,fever-gonedown,Positive
1760,27,100,healthcare,take action,Ngram,take-action,take-action,take-action,Positive
1761,27,100,healthcare,advance directive,Ngram,advance-directive,advance-directive,advance-directive,Positive
1762,27,100,healthcare,all hail,Ngram,all-hail,all-hail,all-hail,Positive
1763,27,100,healthcare,all right,Ngram,all-right,all-right,all-right,Positive
1764,27,100,healthcare,bill of health,Ngram,bill-ofhealth,bill-ofhealth,bill-ofhealth,Positive
1765,27,100,healthcare,bounce back,Ngram,bounce-back,bounce-back,bounce-back,Positive
1766,27,100,healthcare,care delivery,Ngram,care-delivery,care-delivery,care-delivery,Positive
1767,27,100,healthcare,electrolyte balance,Ngram,electrolyte-balance,electrolyte-balance,electrolyte-balance,Positive
1768,27,100,healthcare,fat farm,Ngram,fat-farm,fat-farm,fat-farm,Positive
1769,27,100,healthcare,feel like a million,Ngram,feel-likeamillion,feel-likeamillion,feel-likeamillion,Positive
1770,27,100,healthcare,feel like a million dollars,Ngram,feel-likeamilliondollars,feel-likeamilliondollars,feel-likeamilliondollars,Positive
1771,27,100,healthcare,fountain of youth,Ngram,fountain-ofyouth,fountain-ofyouth,fountain-ofyouth,Positive
1772,27,100,healthcare,fringe benefit,Ngram,fringe-benefit,fringe-benefit,fringe-benefit,Positive
1773,27,100,healthcare,get over,Ngram,getover,getover,getover,Positive
1774,27,100,healthcare,get well,Ngram,getwell,getwell,getwell,Positive
1775,27,100,healthcare,good for you,Ngram,goodforyou,goodforyou,goodforyou,Positive
1776,27,100,healthcare,group insurance,Ngram,groupinsurance,groupinsurance,groupinsurance,Positive
1777,27,100,healthcare,health care,Ngram,healthcare,healthcare,healthcare,Positive
1778,27,100,healthcare,health check,Ngram,healthcheck,healthcheck,healthcheck,Positive
1779,27,100,healthcare,health code,Ngram,healthcode,healthcode,healthcode,Positive
1780,27,100,healthcare,health food,Ngram,healthfood,healthfood,healthfood,Positive
1781,27,100,healthcare,health insurance,Ngram,healthinsurance,healthinsurance,healthinsurance,Positive
1782,27,100,healthcare,health physics,Ngram,healthphysics,healthphysics,healthphysics,Positive
1783,27,100,healthcare,health profession,Ngram,healthprofession,healthprofession,healthprofession,Positive
1784,27,100,healthcare,health spa,Ngram,healthspa,healthspa,healthspa,Positive
1785,27,100,healthcare,herbal medicine,Ngram,herbalmedicine,herbalmedicine,herbalmedicine,Positive
1786,27,100,healthcare,hot springs,Ngram,hotsprings,hotsprings,hotsprings,Positive
1787,27,100,healthcare,insured person,Ngram,insuredperson,insuredperson,insuredperson,Positive
1788,27,100,healthcare,malt extract,Ngram,maltextract,maltextract,maltextract,Positive
1789,27,100,healthcare,managed+care,Ngram,managed+care,managed+care,managed+care,Positive
1790,27,100,healthcare,mental balance,Ngram,mentalbalance,mentalbalance,mentalbalance,Positive
1791,27,100,healthcare,mental soundness,Ngram,mentalsoundness,mentalsoundness,mentalsoundness,Positive
1792,27,100,healthcare,new thought,Ngram,newthought,newthought,newthought,Positive
1793,27,100,healthcare,one-hundred percent,Ngram,one-hundredpercent,one-hundredpercent,one-hundredpercent,Positive
1794,27,100,healthcare,pine away,Ngram,pineaway,pineaway,pineaway,Positive
1795,27,100,healthcare,primary health care,Ngram,primaryhealthcare,primaryhealthcare,primaryhealthcare,Positive
1796,27,100,healthcare,rehabilitation program,Ngram,rehabilitationprogram,rehabilitationprogram,rehabilitationprogram,Positive
1797,27,100,healthcare,sanitary code,Ngram,sanitarycode,sanitarycode,sanitarycode,Positive
1798,27,100,healthcare,sanitary engineering,Ngram,sanitaryengineering,sanitaryengineering,sanitaryengineering,Positive
1799,27,100,healthcare,tai chi,Ngram,taichi,taichi,taichi,Positive
1800,27,100,healthcare,t'ai chi,Ngram,t_aichi,t_aichi,t_aichi,Positive
1801,27,100,healthcare,tai chi chuan,Ngram,taichichuan,taichichuan,taichichuan,Positive
1802,27,100,healthcare,t'ai chi chuan,Ngram,t_aichichuan,t_aichichuan,t_aichichuan,Positive
1803,27,100,healthcare,veterinary science,Ngram,veterinaryscience,veterinaryscience,veterinaryscience,Positive
1804,27,100,healthcare,vichy water,Ngram,vichywater,vichywater,vichywater,Positive
1805,27,100,healthcare,vital signs,Ngram,vitalsigns,vitalsigns,vitalsigns,Positive
1925,30,80,general,act blur,Ngram,act-blur,act-blur,act-blur,Negative
1926,30,80,general,act cute,Ngram,act-cute,act-cute,act-cute,Negative
1927,30,80,general,ah beng,Ngram,ah-beng,ah-beng,ah-beng,Negative
1928,30,80,general,ah lian,Ngram,ah-lian,ah-lian,ah-lian,Negative
1929,30,80,general,ah long,Ngram,ah-long,ah-long,ah-long,Negative
1930,30,80,general,ah nei,Ngram,ah-nei,ah-nei,ah-nei,Negative
1931,30,80,general,ah tiong,Ngram,ah-tiong,ah-tiong,ah-tiong,Negative
1932,30,80,general,ai see,Ngram,ai-see,ai-see,ai-see,Negative
1933,30,80,general,ai see buay see,Ngram,ai-see-buay-see,ai-see-buay-see,ai-see-buay-see,Negative
1934,30,100,general,ai ya,Ngram,ai-ya,ai-ya,ai-ya,Negative
1935,30,100,general,ai yah,Ngram,ai-yah,ai-yah,ai-yah,Negative
1936,30,80,general,a tiong,Ngram,a-tiong,a-tiong,a-tiong,Negative
1937,30,80,general,a tiong,Ngram,a-tiong,a-tiong,a-tiong,Negative
1938,2705,80,general,baik ah,Ngram,baik-ah,baik-ah,baik-ah,Positive
1939,31,100,general,bo bian,Ngram,bo-bian,bo-bian,bo-bian,Negative
1940,30,80,general,bo doh,Ngram,bo-doh,bo-doh,bo-doh,Negative
1941,30,80,general,bo jio,Ngram,bo-jio,bo-jio,bo-jio,Negative
1942,2704,80,general,bo leh,Ngram,bo-leh,bo-leh,bo-leh,Positive
1943,31,100,general,bo pien,Ngram,bo-pien,bo-pien,bo-pien,Negative
1944,30,80,general,bo wei kong,Ngram,bo-wei-kong,bo-wei-kong,bo-wei-kong,Negative
1945,30,80,general,bo zheng hu,Ngram,bo-zheng-hu,bo-zheng-hu,bo-zheng-hu,Negative
1946,30,100,general,buay lun,Ngram,buay-lun,buay-lun,buay-lun,Negative
1947,2704,80,general,buay pai,Ngram,buay-pai,buay-pai,buay-pai,Positive
1948,30,100,general,buay sai,Ngram,buay-sai,buay-sai,buay-sai,Negative
1949,30,80,general,buay steady,Ngram,buay-steady,buay-steady,buay-steady,Negative
1950,31,100,general,buay tahan,Ngram,buay-tahan,buay-tahan,buay-tahan,Negative
1951,30,100,general,buey lun,Ngram,buey-lun,buey-lun,buey-lun,Negative
1952,2704,80,general,buey pai,Ngram,buey-pai,buey-pai,buey-pai,Positive
1953,30,100,general,buey sai,Ngram,buey-sai,buey-sai,buey-sai,Negative
1954,30,100,general,buey sai,Ngram,buey-sai,buey-sai,buey-sai,Negative
1955,30,80,general,buey steady,Ngram,buey-steady,buey-steady,buey-steady,Negative
1956,31,100,general,buey tahan,Ngram,buey-tahan,buey-tahan,buey-tahan,Negative
1957,30,80,general,bu soh,Ngram,bu-soh,bu-soh,bu-soh,Negative
1958,31,80,general,catch no ball,Ngram,catch-no-ball,catch-no-ball,catch-no-ball,Negative
1959,30,100,general,chee bai,Ngram,chee-bai,chee-bai,chee-bai,Negative
1960,30,100,general,chee bye,Ngram,chee-bye,chee-bye,chee-bye,Negative
1961,30,80,general,chicken business,Ngram,chicken-business,chicken-business,chicken-business,Negative
1962,30,80,general,chinese helicopter,Ngram,Chinese-helicopter,Chinese-helicopter,Chinese-helicopter,Negative
1963,30,100,general,du lan,Ngram,du-lan,du-lan,du-lan,Negative
1964,30,80,general,earlier never say,Ngram,earlier-never-say,earlier-never-say,earlier-never-say,Negative
1965,30,80,general,eat snake,Ngram,eat-snake,eat-snake,eat-snake,Negative
1966,30,80,general,geh kiang,Ngram,geh-kiang,geh-kiang,geh-kiang,Negative
1967,31,80,general,gone case,Ngram,gone-case,gone-case,gone-case,Negative
1968,30,80,general,guai lan,Ngram,guai-lan,guai-lan,guai-lan,Negative
1969,30,80,general,gu niang,Ngram,gu-niang,gu-niang,gu-niang,Negative
1970,30,100,general,hai yah,Ngram,hai-yah,hai-yah,hai-yah,Negative
1971,31,100,general,han nah,Ngram,han-nah,han-nah,han-nah,Negative
1972,30,80,general,hao lian,Ngram,hao-lian,hao-lian,hao-lian,Negative
1973,2704,100,general,heng ah,Ngram,heng-ah,heng-ah,heng-ah,Positive
1974,2704,80,general,hoe mia,Ngram,hoe-mia,hoe-mia,hoe-mia,Positive
1975,2704,80,general,ho say,Ngram,ho-say,ho-say,ho-say,Positive
1976,2704,80,general,ho seh,Ngram,ho-seh,ho-seh,ho-seh,Positive
1977,2704,80,general,huat ah,Ngram,huat-ah,huat-ah,huat-ah,Positive
1978,31,80,general,jiak chao,Ngram,jiak-chao,jiak-chao,jiak-chao,Negative
1979,30,80,general,jiak zua,Ngram,jiak-zua,jiak-zua,jiak-zua,Negative
1980,30,80,general,kao pei,Ngram,kao-pei,kao-pei,kao-pei,Negative
1981,30,80,general,kay po,Ngram,kay-po,kay-po,kay-po,Negative
1982,30,80,general,killer litter,Ngram,killer-litter,killer-litter,killer-litter,Negative
1983,30,80,general,kuai lan,Ngram,kuai-lan,kuai-lan,kuai-lan,Negative
1984,30,80,general,kwai lan,Ngram,kwai-lan,kwai-lan,kwai-lan,Negative
1985,30,100,general,lan jiao,Ngram,lan-jiao,lan-jiao,lan-jiao,Negative
1986,2705,80,general,lao jiao,Ngram,lao-jiao,lao-jiao,lao-jiao,Positive
1987,31,80,general,liak bo kiu,Ngram,liak-bo-kiu,liak-bo-kiu,liak-bo-kiu,Negative
1988,30,100,general,na bei,Ngram,na-bei,na-bei,na-bei,Negative
1989,30,80,general,never say earlier,Ngram,never-say-earlier,never-say-earlier,never-say-earlier,Negative
1990,31,100,general,orh hor,Ngram,orh-hor,orh-hor,orh-hor,Negative
1991,31,100,general,pai say,Ngram,pai-say,pai-say,pai-say,Negative
1992,31,100,general,pai seh,Ngram,pai-seh,pai-seh,pai-seh,Negative
1993,31,100,general,pai sey,Ngram,pai-sey,pai-sey,pai-sey,Negative
1994,30,80,general,pang sai,Ngram,pang-sai,pang-sai,pang-sai,Negative
1995,30,80,general,pang she,Ngram,pang-she,pang-she,pang-she,Negative
1996,31,100,general,pek chek,Ngram,pek-chek,pek-chek,pek-chek,Negative
1997,31,80,general,peng san,Ngram,peng-san,peng-san,peng-san,Negative
1998,2705,80,general,shiok man,Ngram,shiok-man,shiok-man,shiok-man,Positive
1999,30,100,general,si beh,Ngram,si-beh,si-beh,si-beh,Negative
2000,30,100,general,si bei,Ngram,si-bei,si-bei,si-bei,Negative
2001,30,100,general,si bey,Ngram,si-bey,si-bey,si-bey,Negative
2002,31,80,general,tak boleh tahan,Ngram,tak-boleh-tahan,tak-boleh-tahan,tak-boleh-tahan,Negative
2003,30,80,general,talk cock,Ngram,talk-cock,talk-cock,talk-cock,Negative
2004,2704,80,general,tio bay pio,Ngram,tio-bay-pio,tio-bay-pio,tio-bay-pio,Positive
2005,2705,80,general,to kong,Ngram,to-kong,to-kong,to-kong,Positive
2006,30,80,general,tok tok,Ngram,tok-tok,tok-tok,tok-tok,Negative
2007,30,100,general,wah biang,Ngram,wah-biang,wah-biang,wah-biang,Negative
2008,30,100,general,wah kao,Ngram,wah-kao,wah-kao,wah-kao,Negative
2009,30,100,general,wah lan,Ngram,wah-lan,wah-lan,wah-lan,Negative
2010,30,100,general,wah piang,Ngram,wah-piang,wah-piang,wah-piang,Negative
2011,30,100,general,wa kao,Ngram,wa-kao,wa-kao,wa-kao,Negative
2012,30,100,general,wa lan,Ngram,wa-lan,wa-lan,wa-lan,Negative
2013,30,100,general,wa lang,Ngram,wa-lang,wa-lang,wa-lang,Negative
2014,30,100,general,wa piang,Ngram,wa-piang,wa-piang,wa-piang,Negative
2015,30,80,general,wa yang,Ngram,wa-yang,wa-yang,wa-yang,Negative
2016,30,100,general,yah lah,Ngram,yah-lah,yah-lah,yah-lah,Negative
2017,2705,80,general,yan dao,Ngram,yan-dao,yan-dao,yan-dao,Positive
2018,30,100,general,yaya papaya,Ngram,yaya-papaya,yaya-papaya,yaya-papaya,Negative
2019,30,80,general,zi siao,Ngram,zi-siao,zi-siao,zi-siao,Negative
2020,2704,100,general,at ease,Ngram,at-ease,at-ease,at-ease,Positive
2021,2704,100,general,at peace,Ngram,at-peace,at-peace,at-peace,Positive
2022,30,80,general,disapprove of,Ngram,disapprove-of,disapprove-of,disapprove-of,Negative
2023,30,100,general,fed up,Ngram,fed-up,fed-up,fed-up,Negative
2024,31,100,general,grief stricken,Ngram,grief-stricken,grief-stricken,grief-stricken,Negative
2025,31,100,general,heart stricken,Ngram,heart-stricken,heart-stricken,heart-stricken,Negative
2026,31,100,general,heavy hearted,Ngram,heavy-hearted,heavy-hearted,heavy-hearted,Negative
2027,2802,80,general,hung up,Ngram,hung-up,hung-up,hung-up,Negative
2028,2802,100,general,ill at ease,Ngram,ill-at-ease,ill-at-ease,ill-at-ease,Negative
2029,2705,100,general,in love,Ngram,in-love,in-love,in-love,Positive
2030,31,100,general,mixed up,Ngram,mixed-up,mixed-up,mixed-up,Negative
2031,2802,100,general,on edge,Ngram,on-edge,on-edge,on-edge,Negative
2032,30,100,general,pissed off,Ngram,pissed-off,pissed-off,pissed-off,Negative
2033,30,80,general,self centred,Ngram,self-centred,self-centred,self-centred,Negative
2034,2704,80,general,self confident,Ngram,self-confident,self-confident,self-confident,Positive
2035,2704,100,general,self conscious,Ngram,self-conscious,self-conscious,self-conscious,Positive
2036,31,80,general,self destructive,Ngram,self-destructive,self-destructive,self-destructive,Negative
2037,31,100,general,self pity,Ngram,self-pity,self-pity,self-pity,Negative
2038,2704,100,general,self satisfaction,Ngram,self-satisfaction,self-satisfaction,self-satisfaction,Positive
2039,2704,100,general,self satisfied,Ngram,self-satisfied,self-satisfied,self-satisfied,Positive
2040,2802,100,general,shook up,Ngram,shook-up,shook-up,shook-up,Negative
2041,30,100,general,sick at heart,Ngram,sick-at-heart,sick-at-heart,sick-at-heart,Negative
2042,31,80,general,uncared for,Ngram,uncared-for,uncared-for,uncared-for,Negative
2043,31,100,general,woe stricken,Ngram,woe-stricken,woe-stricken,woe-stricken,Negative
2044,28,80,l_general,act blur,Ngram,act-blur,act-blur,act-blur,Negative
2045,28,80,l_general,act cute,Ngram,act-cute,act-cute,act-cute,Negative
2046,28,80,l_general,ah beng,Ngram,ah-beng,ah-beng,ah-beng,Negative
2047,28,80,l_general,ah lian,Ngram,ah-lian,ah-lian,ah-lian,Negative
2048,28,80,l_general,ah long,Ngram,ah-long,ah-long,ah-long,Negative
2049,28,80,l_general,ah nei,Ngram,ah-nei,ah-nei,ah-nei,Negative
2050,28,80,l_general,ah tiong,Ngram,ah-tiong,ah-tiong,ah-tiong,Negative
2051,28,80,l_general,ai see,Ngram,ai-see,ai-see,ai-see,Negative
2052,28,80,l_general,ai see buay see,Ngram,ai-see-buay-see,ai-see-buay-see,ai-see-buay-see,Negative
2053,28,100,l_general,ai ya,Ngram,ai-ya,ai-ya,ai-ya,Negative
2054,28,100,l_general,ai yah,Ngram,ai-yah,ai-yah,ai-yah,Negative
2055,28,80,l_general,a tiong,Ngram,a-tiong,a-tiong,a-tiong,Negative
2056,28,80,l_general,a tiong,Ngram,a-tiong,a-tiong,a-tiong,Negative
2057,27,80,l_general,baik ah,Ngram,baik-ah,baik-ah,baik-ah,Positive
2058,28,100,l_general,bo bian,Ngram,bo-bian,bo-bian,bo-bian,Negative
2059,28,80,l_general,bo doh,Ngram,bo-doh,bo-doh,bo-doh,Negative
2060,28,80,l_general,bo jio,Ngram,bo-jio,bo-jio,bo-jio,Negative
2061,27,80,l_general,bo leh,Ngram,bo-leh,bo-leh,bo-leh,Positive
2062,28,100,l_general,bo pien,Ngram,bo-pien,bo-pien,bo-pien,Negative
2063,28,80,l_general,bo wei kong,Ngram,bo-wei-kong,bo-wei-kong,bo-wei-kong,Negative
2064,28,80,l_general,bo zheng hu,Ngram,bo-zheng-hu,bo-zheng-hu,bo-zheng-hu,Negative
2065,28,100,l_general,buay lun,Ngram,buay-lun,buay-lun,buay-lun,Negative
2066,27,80,l_general,buay pai,Ngram,buay-pai,buay-pai,buay-pai,Positive
2067,28,100,l_general,buay sai,Ngram,buay-sai,buay-sai,buay-sai,Negative
2068,28,80,l_general,buay steady,Ngram,buay-steady,buay-steady,buay-steady,Negative
2069,28,100,l_general,buay tahan,Ngram,buay-tahan,buay-tahan,buay-tahan,Negative
2070,28,100,l_general,buey lun,Ngram,buey-lun,buey-lun,buey-lun,Negative
2071,27,80,l_general,buey pai,Ngram,buey-pai,buey-pai,buey-pai,Positive
2072,28,100,l_general,buey sai,Ngram,buey-sai,buey-sai,buey-sai,Negative
2073,28,100,l_general,buey sai,Ngram,buey-sai,buey-sai,buey-sai,Negative
2074,28,80,l_general,buey steady,Ngram,buey-steady,buey-steady,buey-steady,Negative
2075,28,100,l_general,buey tahan,Ngram,buey-tahan,buey-tahan,buey-tahan,Negative
2076,28,80,l_general,bu soh,Ngram,bu-soh,bu-soh,bu-soh,Negative
2077,28,80,l_general,catch no ball,Ngram,catch-no-ball,catch-no-ball,catch-no-ball,Negative
2078,28,100,l_general,chee bai,Ngram,chee-bai,chee-bai,chee-bai,Negative
2079,28,100,l_general,chee bye,Ngram,chee-bye,chee-bye,chee-bye,Negative
2080,28,80,l_general,chicken business,Ngram,chicken-business,chicken-business,chicken-business,Negative
2081,28,80,l_general,chinese helicopter,Ngram,Chinese-helicopter,Chinese-helicopter,Chinese-helicopter,Negative
2082,28,100,l_general,du lan,Ngram,du-lan,du-lan,du-lan,Negative
2083,28,80,l_general,earlier never say,Ngram,earlier-never-say,earlier-never-say,earlier-never-say,Negative
2084,28,80,l_general,eat snake,Ngram,eat-snake,eat-snake,eat-snake,Negative
2085,28,80,l_general,geh kiang,Ngram,geh-kiang,geh-kiang,geh-kiang,Negative
2086,28,80,l_general,gone case,Ngram,gone-case,gone-case,gone-case,Negative
2087,28,80,l_general,guai lan,Ngram,guai-lan,guai-lan,guai-lan,Negative
2088,28,80,l_general,gu niang,Ngram,gu-niang,gu-niang,gu-niang,Negative
2089,28,100,l_general,hai yah,Ngram,hai-yah,hai-yah,hai-yah,Negative
2090,28,100,l_general,han nah,Ngram,han-nah,han-nah,han-nah,Negative
2091,28,80,l_general,hao lian,Ngram,hao-lian,hao-lian,hao-lian,Negative
2092,27,100,l_general,heng ah,Ngram,heng-ah,heng-ah,heng-ah,Positive
2093,27,80,l_general,hoe mia,Ngram,hoe-mia,hoe-mia,hoe-mia,Positive
2094,27,80,l_general,ho say,Ngram,ho-say,ho-say,ho-say,Positive
2095,27,80,l_general,ho seh,Ngram,ho-seh,ho-seh,ho-seh,Positive
2096,27,80,l_general,huat ah,Ngram,huat-ah,huat-ah,huat-ah,Positive
2097,28,80,l_general,jiak chao,Ngram,jiak-chao,jiak-chao,jiak-chao,Negative
2098,28,80,l_general,jiak zua,Ngram,jiak-zua,jiak-zua,jiak-zua,Negative
2099,28,80,l_general,kao pei,Ngram,kao-pei,kao-pei,kao-pei,Negative
2100,28,80,l_general,kay po,Ngram,kay-po,kay-po,kay-po,Negative
2101,28,80,l_general,killer litter,Ngram,killer-litter,killer-litter,killer-litter,Negative
2102,28,80,l_general,kuai lan,Ngram,kuai-lan,kuai-lan,kuai-lan,Negative
2103,28,80,l_general,kwai lan,Ngram,kwai-lan,kwai-lan,kwai-lan,Negative
2104,28,100,l_general,lan jiao,Ngram,lan-jiao,lan-jiao,lan-jiao,Negative
2105,27,80,l_general,lao jiao,Ngram,lao-jiao,lao-jiao,lao-jiao,Positive
2106,28,80,l_general,liak bo kiu,Ngram,liak-bo-kiu,liak-bo-kiu,liak-bo-kiu,Negative
2107,28,100,l_general,na bei,Ngram,na-bei,na-bei,na-bei,Negative
2108,28,80,l_general,never say earlier,Ngram,never-say-earlier,never-say-earlier,never-say-earlier,Negative
2109,28,100,l_general,orh hor,Ngram,orh-hor,orh-hor,orh-hor,Negative
2110,28,100,l_general,pai say,Ngram,pai-say,pai-say,pai-say,Negative
2111,28,100,l_general,pai seh,Ngram,pai-seh,pai-seh,pai-seh,Negative
2112,28,100,l_general,pai sey,Ngram,pai-sey,pai-sey,pai-sey,Negative
2113,28,80,l_general,pang sai,Ngram,pang-sai,pang-sai,pang-sai,Negative
2114,28,80,l_general,pang she,Ngram,pang-she,pang-she,pang-she,Negative
2115,28,100,l_general,pek chek,Ngram,pek-chek,pek-chek,pek-chek,Negative
2116,28,80,l_general,peng san,Ngram,peng-san,peng-san,peng-san,Negative
2117,27,80,l_general,shiok man,Ngram,shiok-man,shiok-man,shiok-man,Positive
2118,28,100,l_general,si beh,Ngram,si-beh,si-beh,si-beh,Negative
2119,28,100,l_general,si bei,Ngram,si-bei,si-bei,si-bei,Negative
2120,28,100,l_general,si bey,Ngram,si-bey,si-bey,si-bey,Negative
2121,28,80,l_general,tak boleh tahan,Ngram,tak-boleh-tahan,tak-boleh-tahan,tak-boleh-tahan,Negative
2122,28,80,l_general,talk cock,Ngram,talk-cock,talk-cock,talk-cock,Negative
2123,27,80,l_general,tio bay pio,Ngram,tio-bay-pio,tio-bay-pio,tio-bay-pio,Positive
2124,27,80,l_general,to kong,Ngram,to-kong,to-kong,to-kong,Positive
2125,28,80,l_general,tok tok,Ngram,tok-tok,tok-tok,tok-tok,Negative
2126,28,100,l_general,wah biang,Ngram,wah-biang,wah-biang,wah-biang,Negative
2127,28,100,l_general,wah kao,Ngram,wah-kao,wah-kao,wah-kao,Negative
2128,28,100,l_general,wah lan,Ngram,wah-lan,wah-lan,wah-lan,Negative
2129,28,100,l_general,wah piang,Ngram,wah-piang,wah-piang,wah-piang,Negative
2130,28,100,l_general,wa kao,Ngram,wa-kao,wa-kao,wa-kao,Negative
2131,28,100,l_general,wa lan,Ngram,wa-lan,wa-lan,wa-lan,Negative
2132,28,100,l_general,wa lang,Ngram,wa-lang,wa-lang,wa-lang,Negative
2133,28,100,l_general,wa piang,Ngram,wa-piang,wa-piang,wa-piang,Negative
2134,28,80,l_general,wa yang,Ngram,wa-yang,wa-yang,wa-yang,Negative
2135,28,100,l_general,yah lah,Ngram,yah-lah,yah-lah,yah-lah,Negative
2136,27,80,l_general,yan dao,Ngram,yan-dao,yan-dao,yan-dao,Positive
2137,28,100,l_general,yaya papaya,Ngram,yaya-papaya,yaya-papaya,yaya-papaya,Negative
2138,28,80,l_general,zi siao,Ngram,zi-siao,zi-siao,zi-siao,Negative
2139,27,100,l_general,at ease,Ngram,at-ease,at-ease,at-ease,Positive
2140,27,100,l_general,at peace,Ngram,at-peace,at-peace,at-peace,Positive
2141,28,80,l_general,disapprove of,Ngram,disapprove-of,disapprove-of,disapprove-of,Negative
2142,28,100,l_general,fed up,Ngram,fed-up,fed-up,fed-up,Negative
2143,28,100,l_general,grief stricken,Ngram,grief-stricken,grief-stricken,grief-stricken,Negative
2144,28,100,l_general,heart stricken,Ngram,heart-stricken,heart-stricken,heart-stricken,Negative
2145,28,100,l_general,heavy hearted,Ngram,heavy-hearted,heavy-hearted,heavy-hearted,Negative
2146,28,80,l_general,hung up,Ngram,hung-up,hung-up,hung-up,Negative
2147,28,100,l_general,ill at ease,Ngram,ill-at-ease,ill-at-ease,ill-at-ease,Negative
2148,27,100,l_general,in love,Ngram,in-love,in-love,in-love,Positive
2149,28,100,l_general,mixed up,Ngram,mixed-up,mixed-up,mixed-up,Negative
2150,28,100,l_general,on edge,Ngram,on-edge,on-edge,on-edge,Negative
2151,28,100,l_general,pissed off,Ngram,pissed-off,pissed-off,pissed-off,Negative
2152,28,80,l_general,self centred,Ngram,self-centred,self-centred,self-centred,Negative
2153,27,80,l_general,self confident,Ngram,self-confident,self-confident,self-confident,Positive
2154,27,100,l_general,self conscious,Ngram,self-conscious,self-conscious,self-conscious,Positive
2155,28,80,l_general,self destructive,Ngram,self-destructive,self-destructive,self-destructive,Negative
2156,28,100,l_general,self pity,Ngram,self-pity,self-pity,self-pity,Negative
2157,27,100,l_general,self satisfaction,Ngram,self-satisfaction,self-satisfaction,self-satisfaction,Positive
2158,27,100,l_general,self satisfied,Ngram,self-satisfied,self-satisfied,self-satisfied,Positive
2159,28,100,l_general,shook up,Ngram,shook-up,shook-up,shook-up,Negative
2160,28,100,l_general,sick at heart,Ngram,sick-at-heart,sick-at-heart,sick-at-heart,Negative
2161,28,80,l_general,uncared for,Ngram,uncared-for,uncared-for,uncared-for,Negative
2162,28,100,l_general,woe stricken,Ngram,woe-stricken,woe-stricken,woe-stricken,Negative
2163,30,80,l_general,act blur,Ngram,act-blur,act-blur,act-blur,Negative
2164,30,80,l_general,act cute,Ngram,act-cute,act-cute,act-cute,Negative
2165,30,80,l_general,ah beng,Ngram,ah-beng,ah-beng,ah-beng,Negative
2166,30,80,l_general,ah lian,Ngram,ah-lian,ah-lian,ah-lian,Negative
2167,30,80,l_general,ah long,Ngram,ah-long,ah-long,ah-long,Negative
2168,30,80,l_general,ah nei,Ngram,ah-nei,ah-nei,ah-nei,Negative
2169,30,80,l_general,ah tiong,Ngram,ah-tiong,ah-tiong,ah-tiong,Negative
2170,30,80,l_general,ai see,Ngram,ai-see,ai-see,ai-see,Negative
2171,30,80,l_general,ai see buay see,Ngram,ai-see-buay-see,ai-see-buay-see,ai-see-buay-see,Negative
2172,30,100,l_general,ai ya,Ngram,ai-ya,ai-ya,ai-ya,Negative
2173,30,100,l_general,ai yah,Ngram,ai-yah,ai-yah,ai-yah,Negative
2174,30,80,l_general,a tiong,Ngram,a-tiong,a-tiong,a-tiong,Negative
2175,30,80,l_general,a tiong,Ngram,a-tiong,a-tiong,a-tiong,Negative
2176,2705,80,l_general,baik ah,Ngram,baik-ah,baik-ah,baik-ah,Positive
2177,31,100,l_general,bo bian,Ngram,bo-bian,bo-bian,bo-bian,Negative
2178,30,80,l_general,bo doh,Ngram,bo-doh,bo-doh,bo-doh,Negative
2179,30,80,l_general,bo jio,Ngram,bo-jio,bo-jio,bo-jio,Negative
2180,2704,80,l_general,bo leh,Ngram,bo-leh,bo-leh,bo-leh,Positive
2181,31,100,l_general,bo pien,Ngram,bo-pien,bo-pien,bo-pien,Negative
2182,30,80,l_general,bo wei kong,Ngram,bo-wei-kong,bo-wei-kong,bo-wei-kong,Negative
2183,30,80,l_general,bo zheng hu,Ngram,bo-zheng-hu,bo-zheng-hu,bo-zheng-hu,Negative
2184,30,100,l_general,buay lun,Ngram,buay-lun,buay-lun,buay-lun,Negative
