id,category_code,degree,domain_name,original_phases,replace_type,target_produced_words1,target_produced_words2,Word,Sentiment
12419,28,100,company-eval,leave the firm,Ngram,leavethefirm,leavethefirm,leavethefirm,Negative
12420,28,100,company-eval,no where near,Ngram,nowherenear,nowherenear,nowherenear,Negative
12421,28,100,company-eval,quite tiring,Ngram,quitetiring,quitetiring,quitetiring,Negative
12422,27,100,company-eval,so pretty,Ngram,so-pretty,so-pretty,so-pretty,Positive
12423,27,100,company-eval,recognized name,Ngram,recognizedname,recognizedname,recognizedname,Positive
12424,28,100,company-eval,doesn't mean u will do a good job,Ngram,doesntmeanuwilldoagoodjob,doesntmeanuwilldoagoodjob,doesntmeanuwilldoagoodjob,Negative
12425,28,100,company-eval,lack of,Ngram,lackof,lackof,lackof,Negative
12426,28,100,company-eval,out of thin air,Ngram,outofthinair,outofthinair,outofthinair,Negative
12427,28,100,company-eval,under-paid,Ngram,underpaid,underpaid,underpaid,Negative
12428,28,100,company-eval,difficult work like balance,Ngram,difficultworklikebalance,difficultworklikebalance,difficultworklikebalance,Negative
12429,28,100,company-eval,less attractive incentives,Ngram,lessattractiveincentives,lessattractiveincentives,lessattractiveincentives,Negative
12430,28,100,company-eval,no work,Ngram,nowork,nowork,nowork,Negative
12431,28,100,company-eval,real day off,Ngram,realdayoff,realdayoff,realdayoff,Negative
12432,27,100,company-eval,soldier on,Ngram,soldier-on,soldier-on,soldier-on,Positive
12433,27,100,company-eval,reimburse expenses quickly,Ngram,reimburseexpensesquickly,reimburseexpensesquickly,reimburseexpensesquickly,Positive
12434,28,100,company-eval,doesn't understand,Ngram,doesnt-understand,doesnt-understand,doesnt-understand,Negative
12435,28,100,company-eval,lack of appropriate promotion,Ngram,lackofappropriatepromotion,lackofappropriatepromotion,lackofappropriatepromotion,Negative
12436,28,100,company-eval,out u go,Ngram,outugo,outugo,outugo,Negative
12437,28,100,company-eval,under paid,Ngram,under-paid,under-paid,under-paid,Negative
12438,28,100,company-eval,digressed significantly,Ngram,digressedsignificantly,digressedsignificantly,digressedsignificantly,Negative
12439,28,100,company-eval,less benefits,Ngram,lessbenefits,lessbenefits,lessbenefits,Negative
12440,28,100,company-eval,no work ethics,Ngram,noworkethics,noworkethics,noworkethics,Negative
12441,28,100,company-eval,reates a gap,Ngram,reatesagap,reatesagap,reatesagap,Negative
12442,27,100,company-eval,speak fluently and clearly,Ngram,speakfluentlyandclearly,speakfluentlyandclearly,speakfluentlyandclearly,Positive
12443,27,100,company-eval,reorganizes roles ,Ngram,reorganizesroles,reorganizesroles,reorganizesroles,Positive
12444,28,100,company-eval,dog eat dog,Ngram,dogeatdog,dogeatdog,dogeatdog,Negative
12445,28,100,company-eval,lack of calibre,Ngram,lackofcalibre,lackofcalibre,lackofcalibre,Negative
12446,28,100,company-eval,over budget,Ngram,over-budget,over-budget,over-budget,Negative
12447,28,100,company-eval,unexpected travel,Ngram,unexpectedtravel,unexpectedtravel,unexpectedtravel,Negative
12448,28,100,company-eval,diminishing return,Ngram,diminishingreturn,diminishingreturn,diminishingreturn,Negative
12449,28,100,company-eval,less bonuses,Ngram,lessbonuses,lessbonuses,lessbonuses,Negative
12450,28,100,company-eval,no workers satisfaction,Ngram,noworkerssatisfaction,noworkerssatisfaction,noworkerssatisfaction,Negative
12451,28,100,company-eval,red tape,Ngram,redtape,redtape,redtape,Negative
12452,27,100,company-eval,speaks for the people,Ngram,speaksforthepeople,speaksforthepeople,speaksforthepeople,Positive
12453,27,100,company-eval,resources are vast,Ngram,resourcesarevast,resourcesarevast,resourcesarevast,Positive
12454,28,100,company-eval,do groundwork before come out,Ngram,dogroundworkbeforecomeout,dogroundworkbeforecomeout,dogroundworkbeforecomeout,Negative
12455,28,100,company-eval,lack of class,Ngram,lackofclass,lackofclass,lackofclass,Negative
12456,28,100,company-eval,over looked,Ngram,overlooked,overlooked,overlooked,Negative
12457,28,100,company-eval,unlawful activities,Ngram,unlawful-activities,unlawful-activities,unlawful-activities,Negative
12458,28,100,company-eval,do not actually trickle down,Ngram,donotactuallytrickledown,donotactuallytrickledown,donotactuallytrickledown,Negative
12459,28,100,company-eval,less desirable,Ngram,lessdesirable,lessdesirable,lessdesirable,Negative
12460,28,100,company-eval,no work-life balance,Ngram,nowork-lifebalance,nowork-lifebalance,nowork-lifebalance,Negative
12461,28,100,company-eval,reduction in benefits,Ngram,reductioninbenefits,reductioninbenefits,reductioninbenefits,Negative
12462,27,100,company-eval,stand up,Ngram,stand-up,stand-up,stand-up,Positive
12463,27,100,company-eval,right employees,Ngram,rightemployees,rightemployees,rightemployees,Positive
12464,28,100,company-eval,dog shit,Ngram,dog-shit,dog-shit,dog-shit,Negative
12465,28,100,company-eval,lack of conviction and determination,Ngram,lackofconvictionanddetermination,lackofconvictionanddetermination,lackofconvictionanddetermination,Negative
12466,28,100,company-eval,overly optimistic,Ngram,overlyoptimistic,overlyoptimistic,overlyoptimistic,Negative
12467,28,100,company-eval,unmotivated people,Ngram,unmotivatedpeople,unmotivatedpeople,unmotivatedpeople,Negative
12468,28,100,company-eval,do not carry enough,Ngram,donotcarryenough,donotcarryenough,donotcarryenough,Negative
12469,28,100,company-eval,less experienced people,Ngram,lessexperiencedpeople,lessexperiencedpeople,lessexperiencedpeople,Negative
12470,28,100,company-eval,no work-life balance or flexibility,Ngram,nowork-lifebalanceorflexibility,nowork-lifebalanceorflexibility,nowork-lifebalanceorflexibility,Negative
12471,28,100,company-eval,revolving door concept,Ngram,revolvingdoorconcept,revolvingdoorconcept,revolvingdoorconcept,Negative
12472,27,100,company-eval,start form some where right,Ngram,startformsomewhereright,startformsomewhereright,startformsomewhereright,Positive
12473,27,100,company-eval,right place,Ngram,rightplace,rightplace,rightplace,Positive
12474,28,100,company-eval,do homework,Ngram,do-homework,do-homework,do-homework,Negative
12475,28,100,company-eval,lack of documentation,Ngram,lackofdocumentation,lackofdocumentation,lackofdocumentation,Negative
12476,28,100,company-eval,over-worked,Ngram,overworked,overworked,overworked,Negative
12477,28,100,company-eval,unnecessary hoohas,Ngram,unnecessary-hoohas,unnecessary-hoohas,unnecessary-hoohas,Negative
12478,28,100,company-eval,do not communicate clearly,Ngram,donotcommunicateclearly,donotcommunicateclearly,donotcommunicateclearly,Negative
12479,28,100,company-eval,less fair,Ngram,lessfair,lessfair,lessfair,Negative
12480,28,100,company-eval,no work-like balance,Ngram,nowork-likebalance,nowork-likebalance,nowork-likebalance,Negative
12481,28,100,company-eval,ridged silos,Ngram,ridgedsilos,ridgedsilos,ridgedsilos,Negative
12482,27,100,company-eval,start from some where right,Ngram,startfromsomewhereright,startfromsomewhereright,startfromsomewhereright,Positive
12483,27,100,company-eval,right place ,Ngram,rightplace,rightplace,rightplace,Positive
12484,28,100,company-eval,don;t have,Ngram,don;t-have,don;t-have,don;t-have,Negative
12485,28,100,company-eval,lack of experience,Ngram,lackofexperience,lackofexperience,lackofexperience,Negative
12486,28,100,company-eval,over worked,Ngram,over-worked,over-worked,over-worked,Negative
12487,28,100,company-eval,unwilling to come clean,Ngram,unwillingtocomeclean,unwillingtocomeclean,unwillingtocomeclean,Negative
12488,28,100,company-eval,do not expect,Ngram,donotexpect,donotexpect,donotexpect,Negative
12489,28,100,company-eval,less flexibility,Ngram,lessflexibility,lessflexibility,lessflexibility,Negative
12490,28,100,company-eval,nobody will notice,Ngram,nobodywillnotice,nobodywillnotice,nobodywillnotice,Negative
12491,28,100,company-eval,ridiculously mean,Ngram,ridiculouslymean,ridiculouslymean,ridiculouslymean,Negative
12492,27,100,company-eval,starts out young,Ngram,startsoutyoung,startsoutyoung,startsoutyoung,Positive
12493,27,100,company-eval,rise and promotion,Ngram,riseandpromotion,riseandpromotion,riseandpromotion,Positive
12494,28,100,company-eval,don't have,Ngram,dont-have,dont-have,dont-have,Negative
12495,28,100,company-eval,lack of sleep,Ngram,lackofsleep,lackofsleep,lackofsleep,Negative
12496,28,100,company-eval,own claims,Ngram,own-claims,own-claims,own-claims,Negative
12497,28,100,company-eval,use it wisely,Ngram,useitwisely,useitwisely,useitwisely,Negative
12498,28,100,company-eval,do not expect a good bonus,Ngram,donotexpectagoodbonus,donotexpectagoodbonus,donotexpectagoodbonus,Negative
12499,28,100,company-eval,less flexible,Ngram,lessflexible,lessflexible,lessflexible,Negative
12500,28,100,company-eval,noise of other disgruntled,Ngram,noiseofotherdisgruntled,noiseofotherdisgruntled,noiseofotherdisgruntled,Negative
12501,28,100,company-eval,rigid progression,Ngram,rigidprogression,rigidprogression,rigidprogression,Negative
12502,27,100,company-eval,stating the fact,Ngram,statingthefact,statingthefact,statingthefact,Positive
12503,27,100,company-eval,salary is competitive,Ngram,salaryiscompetitive,salaryiscompetitive,salaryiscompetitive,Positive
12504,28,100,company-eval,don;t just talk,Ngram,don;tjusttalk,don;tjusttalk,don;tjusttalk,Negative
12505,28,100,company-eval,lack of transparency,Ngram,lackoftransparency,lackoftransparency,lackoftransparency,Negative
12506,28,100,company-eval,own pocket,Ngram,own-pocket,own-pocket,own-pocket,Negative
12507,28,100,company-eval,use more us,Ngram,usemoreus,usemoreus,usemoreus,Negative
12508,28,100,company-eval,do not expect work life balance,Ngram,donotexpectworklifebalance,donotexpectworklifebalance,donotexpectworklifebalance,Negative
12509,28,100,company-eval,less holidays,Ngram,lessholidays,lessholidays,lessholidays,Negative
12510,28,100,company-eval,noncompetitive salary,Ngram,noncompetitivesalary,noncompetitivesalary,noncompetitivesalary,Negative
12511,28,100,company-eval,sacrifice long hours,Ngram,sacrificelonghours,sacrificelonghours,sacrificelonghours,Negative
12512,27,100,company-eval,step forward,Ngram,step-forward,step-forward,step-forward,Positive
12513,27,100,company-eval,self review and feedback,Ngram,selfreviewandfeedback,selfreviewandfeedback,selfreviewandfeedback,Positive
12514,28,100,company-eval,don't just talk,Ngram,dontjusttalk,dontjusttalk,dontjusttalk,Negative
12515,28,100,company-eval,lacks credible,Ngram,lacks-credible,lacks-credible,lacks-credible,Negative
12516,28,100,company-eval,paid is behind,Ngram,paid-isbehind,paid-isbehind,paid-isbehind,Negative
12517,28,100,company-eval,use to be good,Ngram,usetobegood,usetobegood,usetobegood,Negative
12518,28,100,company-eval,do not get in the way,Ngram,donotgetintheway,donotgetintheway,donotgetintheway,Negative
12519,28,100,company-eval,less important,Ngram,lessimportant,lessimportant,lessimportant,Negative
12520,28,100,company-eval,none,Ngram,none,none,none,Negative
12521,28,100,company-eval,sacrifices are plenty,Ngram,sacrificesareplenty,sacrificesareplenty,sacrificesareplenty,Negative
12522,27,100,company-eval,step up,Ngram,step-up,step-up,step-up,Positive
12523,27,100,company-eval,sharp analysis skills,Ngram,sharpanalysisskills,sharpanalysisskills,sharpanalysisskills,Positive
12524,28,100,company-eval,don even dare,Ngram,donevendare,donevendare,donevendare,Negative
12525,28,100,company-eval,lacks honesting,Ngram,lacks-honesting,lacks-honesting,lacks-honesting,Negative
12526,28,100,company-eval,pap bully you,Ngram,papbullyyou,papbullyyou,papbullyyou,Negative
12527,28,100,company-eval,very concerned,Ngram,very-concerned,very-concerned,very-concerned,Negative
12528,28,100,company-eval,do not get to pick,Ngram,donotgettopick,donotgettopick,donotgettopick,Negative
12529,28,100,company-eval,less likely to be appreciated,Ngram,lesslikelytobeappreciated,lesslikelytobeappreciated,lesslikelytobeappreciated,Negative
12530,28,100,company-eval,none of the associates were happy,Ngram,noneoftheassociateswerehappy,noneoftheassociateswerehappy,noneoftheassociateswerehappy,Negative
12531,28,100,company-eval,salary is less,Ngram,salaryisless,salaryisless,salaryisless,Negative
12532,27,100,company-eval,still queuing,Ngram,still-queuing,still-queuing,still-queuing,Positive
12533,27,100,company-eval,significant clients,Ngram,significantclients,significantclients,significantclients,Positive
12534,28,100,company-eval,done your homework,Ngram,doneyourhomework,doneyourhomework,doneyourhomework,Negative
12535,28,100,company-eval,lack teamwork,Ngram,lack-teamwork,lack-teamwork,lack-teamwork,Negative
12536,28,100,company-eval,paper general,Ngram,paper-general,paper-general,paper-general,Negative
12537,28,100,company-eval,very defensive,Ngram,very-defensive,very-defensive,very-defensive,Negative
12538,28,100,company-eval,do not have a work life balance,Ngram,donothaveaworklifebalance,donothaveaworklifebalance,donothaveaworklifebalance,Negative
12539,28,100,company-eval,less opportunities,Ngram,lessopportunities,lessopportunities,lessopportunities,Negative
12540,28,100,company-eval,non-existent,Ngram,non-existent,non-existent,non-existent,Negative
12541,28,100,company-eval,satisfaction will depend,Ngram,satisfactionwilldepend,satisfactionwilldepend,satisfactionwilldepend,Negative
12542,27,100,company-eval,still the best,Ngram,stillthebest,stillthebest,stillthebest,Positive
12543,27,100,company-eval,significant difference,Ngram,significantdifference,significantdifference,significantdifference,Positive
12544,28,100,company-eval,do not even know,Ngram,donotevenknow,donotevenknow,donotevenknow,Negative
12545,28,100,company-eval,lap dog,Ngram,lap-dog,lap-dog,lap-dog,Negative
12546,28,100,company-eval,pap sinks,Ngram,pap-sinks,pap-sinks,pap-sinks,Negative
12547,28,100,company-eval,very desperate,Ngram,very-desperate,very-desperate,very-desperate,Negative
12548,28,100,company-eval,do not justify,Ngram,donotjustify,donotjustify,donotjustify,Negative
12549,28,100,company-eval,less organization support,Ngram,lessorganizationsupport,lessorganizationsupport,lessorganizationsupport,Negative
12550,28,100,company-eval,not a consideration,Ngram,notaconsideration,notaconsideration,notaconsideration,Negative
12551,28,100,company-eval,savvy politician,Ngram,savvypolitician,savvypolitician,savvypolitician,Negative
12552,27,100,company-eval,super hammer,Ngram,super-hammer,super-hammer,super-hammer,Positive
12553,27,100,company-eval,star performers ,Ngram,starperformers,starperformers,starperformers,Positive
12554,28,100,company-eval,do not have,Ngram,donothave,donothave,donothave,Negative
12555,28,100,company-eval,last min,Ngram,last-min,last-min,last-min,Negative
12556,28,100,company-eval,pays little,Ngram,paylittle,paylittle,paylittle,Negative
12557,28,100,company-eval,very disappointed,Ngram,very-disappointed,very-disappointed,very-disappointed,Negative
12558,28,100,company-eval,do not really put themselves,Ngram,donotreallyputthemselves,donotreallyputthemselves,donotreallyputthemselves,Negative
12559,28,100,company-eval,less pay package,Ngram,lesspaypackage,lesspaypackage,lesspaypackage,Negative
12560,28,100,company-eval,not a deal breaker,Ngram,notadealbreaker,notadealbreaker,notadealbreaker,Negative
12561,28,100,company-eval,screw up,Ngram,screwup,screwup,screwup,Negative
12562,27,100,company-eval,sure win,Ngram,sure-win,sure-win,sure-win,Positive
12563,27,100,company-eval,strong accounting skills,Ngram,strongaccountingskills,strongaccountingskills,strongaccountingskills,Positive
12564,28,100,company-eval,do not mentor,Ngram,donotmentor,donotmentor,donotmentor,Negative
12565,28,100,company-eval,laying off,Ngram,layingoff,layingoff,layingoff,Negative
12566,28,100,company-eval,pay little,Ngram,paylittle,paylittle,paylittle,Negative
12567,28,100,company-eval,very hard to integrate,Ngram,veryhardtointegrate,veryhardtointegrate,veryhardtointegrate,Negative
12568,28,100,company-eval,do not support the empty rhetoric,Ngram,donotsupporttheemptyrhetoric,donotsupporttheemptyrhetoric,donotsupporttheemptyrhetoric,Negative
12569,28,100,company-eval,less salary,Ngram,lesssalary,lesssalary,lesssalary,Negative
12570,28,100,company-eval,not a fan of the politics,Ngram,notafanofthepolitics,notafanofthepolitics,notafanofthepolitics,Negative
12571,28,100,company-eval,screwing up,Ngram,screwingup,screwingup,screwingup,Negative
12572,27,100,company-eval,swee hor,Ngram,swee-hor,swee-hor,swee-hor,Positive
12573,27,100,company-eval,strong communication skills,Ngram,strongcommunicationskills,strongcommunicationskills,strongcommunicationskills,Positive
12574,28,100,company-eval,do not want you,Ngram,donotwantyou,donotwantyou,donotwantyou,Negative
12575,28,100,company-eval,lay off,Ngram,layoff,layoff,layoff,Negative
12576,28,100,company-eval,pays very little,Ngram,paysverylittle,paysverylittle,paysverylittle,Negative
12577,28,100,company-eval,very high pay,Ngram,veryhighpay,veryhighpay,veryhighpay,Negative
12578,28,100,company-eval,do not value,Ngram,donotvalue,donotvalue,donotvalue,Negative
12579,28,100,company-eval,less than working,Ngram,lessthanworking,lessthanworking,lessthanworking,Negative
12580,28,100,company-eval,not a good thing,Ngram,notagoodthing,notagoodthing,notagoodthing,Negative
12581,28,100,company-eval,seldom matched,Ngram,seldommatched,seldommatched,seldommatched,Negative
12582,27,100,company-eval,take over,Ngram,take-over,take-over,take-over,Positive
12583,27,100,company-eval,strong lobby culture,Ngram,stronglobbyculture,stronglobbyculture,stronglobbyculture,Positive
12584,28,100,company-eval,don't always blame others,Ngram,dontalwaysblameothers,dontalwaysblameothers,dontalwaysblameothers,Negative
12585,28,100,company-eval,lazy bums,Ngram,lazy-bums,lazy-bums,lazy-bums,Negative
12586,28,100,company-eval,pay very little,Ngram,paysverylittle,paysverylittle,paysverylittle,Negative
12587,28,100,company-eval,very one sided,Ngram,veryonesided,veryonesided,veryonesided,Negative
12588,28,100,company-eval,do till you die,Ngram,dotillyoudie,dotillyoudie,dotillyoudie,Negative
12589,28,100,company-eval,less time for personal commitments,Ngram,lesstimeforpersonalcommitments,lesstimeforpersonalcommitments,lesstimeforpersonalcommitments,Negative
12590,28,100,company-eval,not a great option,Ngram,notagreatoption,notagreatoption,notagreatoption,Negative
12591,28,100,company-eval,sell and squeeze you out,Ngram,sellandsqueezeyouout,sellandsqueezeyouout,sellandsqueezeyouout,Negative
12592,27,100,company-eval,team working,Ngram,teamworking,teamworking,teamworking,Positive
12593,27,100,company-eval,strong sense of obligation,Ngram,strongsenseofobligation,strongsenseofobligation,strongsenseofobligation,Positive
12594,28,100,company-eval,don't benefitted,Ngram,dont-benefitted,dont-benefitted,dont-benefitted,Negative
12595,28,100,company-eval,leadership failure,Ngram,leadership-failure,leadership-failure,leadership-failure,Negative
12596,28,100,company-eval,people voices,Ngram,people-voices,people-voices,people-voices,Negative
12597,28,100,company-eval,very partner driven,Ngram,verypartnerdriven,verypartnerdriven,verypartnerdriven,Negative
12598,28,100,company-eval,does not address employee issues,Ngram,doesnotaddressemployeeissues,doesnotaddressemployeeissues,doesnotaddressemployeeissues,Negative
12599,28,100,company-eval,less time to breath,Ngram,lesstimetobreath,lesstimetobreath,lesstimetobreath,Negative
12600,28,100,company-eval,not a high priority,Ngram,notahighpriority,notahighpriority,notahighpriority,Negative
12601,28,100,company-eval,sell your soul,Ngram,sellyoursoul,sellyoursoul,sellyoursoul,Negative
12602,27,100,company-eval,thank you,Ngram,thank-you,thank-you,thank-you,Positive
12603,27,100,company-eval,structured promotions,Ngram,structuredpromotions,structuredpromotions,structuredpromotions,Positive
12604,28,100,company-eval,dont care,Ngram,dontcare,dontcare,dontcare,Negative
12605,28,100,company-eval,legal corruption,Ngram,legal-corruption,legal-corruption,legal-corruption,Negative
12606,28,100,company-eval,petty arguments,Ngram,petty-arguments,petty-arguments,petty-arguments,Negative
12607,28,100,company-eval,very tired,Ngram,very-tired,very-tired,very-tired,Negative
12608,28,100,company-eval,does not allow,Ngram,doesnotallow,doesnotallow,doesnotallow,Negative
12609,28,100,company-eval,less training,Ngram,lesstraining,lesstraining,lesstraining,Negative
12610,28,100,company-eval,not a lot of room,Ngram,notalotofroom,notalotofroom,notalotofroom,Negative
12611,28,100,company-eval,seriously flawed,Ngram,seriouslyflawed,seriouslyflawed,seriouslyflawed,Negative
12612,27,100,company-eval,they talk more,Ngram,theytalkmore,theytalkmore,theytalkmore,Positive
12613,27,100,company-eval,substantial improvements,Ngram,substantialimprovements,substantialimprovements,substantialimprovements,Positive
12614,28,100,company-eval,don't care about you,Ngram,dontcareaboutyou,dontcareaboutyou,dontcareaboutyou,Negative
12615,28,100,company-eval,less of,Ngram,lessof,lessof,lessof,Negative
12616,28,100,company-eval,pick cardboard,Ngram,pick-cardboard,pick-cardboard,pick-cardboard,Negative
12617,28,100,company-eval,vote against,Ngram,vote-against,vote-against,vote-against,Negative
12618,28,100,company-eval,does not care,Ngram,doesnotcare,doesnotcare,doesnotcare,Negative
12619,28,100,company-eval,life ending stress,Ngram,lifeendingstress,lifeendingstress,lifeendingstress,Negative
12620,28,100,company-eval,not a place for work life balance,Ngram,notaplaceforworklifebalance,notaplaceforworklifebalance,notaplaceforworklifebalance,Negative
12621,28,100,company-eval,should be improved,Ngram,shouldbeimproved,shouldbeimproved,shouldbeimproved,Negative
12622,27,100,company-eval,to win,Ngram,to-win,to-win,to-win,Positive
12623,27,100,company-eval,supporting colleagues,Ngram,supportingcolleagues,supportingcolleagues,supportingcolleagues,Positive
12624,28,100,company-eval,don't come,Ngram,dont-come,dont-come,dont-come,Negative
12625,28,100,company-eval,less of a team,Ngram,lessofateam,lessofateam,lessofateam,Negative
12626,28,100,company-eval,picking cardboards,Ngram,picking-cardboards,picking-cardboards,picking-cardboards,Negative
12627,28,100,company-eval,vote all out,Ngram,voteallout,voteallout,voteallout,Negative
12628,28,100,company-eval,does not come close,Ngram,doesnotcomeclose,doesnotcomeclose,doesnotcomeclose,Negative
12629,28,100,company-eval,like robots,Ngram,likerobots,likerobots,likerobots,Negative
12630,28,100,company-eval,not a place for working mother,Ngram,notaplaceforworkingmother,notaplaceforworkingmother,notaplaceforworkingmother,Negative
12631,28,100,company-eval,should be provided,Ngram,shouldbeprovided,shouldbeprovided,shouldbeprovided,Negative
12632,27,100,company-eval,tons of money,Ngram,tonsofmoney,tonsofmoney,tonsofmoney,Positive
12633,27,100,company-eval,survival of the fittest,Ngram,survivalofthefittest,survivalofthefittest,survivalofthefittest,Positive
12634,28,100,company-eval,don't come back,Ngram,dontcomeback,dontcomeback,dontcomeback,Negative
12635,28,100,company-eval,less sensible than her,Ngram,lesssensiblethanher,lesssensiblethanher,lesssensiblethanher,Negative
12636,28,100,company-eval,pinch of salt,Ngram,pinchofsalt,pinchofsalt,pinchofsalt,Negative
12637,28,100,company-eval,vote all the wp jokers out,Ngram,voteallthewpjokersout,voteallthewpjokersout,voteallthewpjokersout,Negative
12638,28,100,company-eval,does not do enough to fill in gaps,Ngram,doesnotdoenoughtofillingaps,doesnotdoenoughtofillingaps,doesnotdoenoughtofillingaps,Negative
12639,28,100,company-eval,like slavery,Ngram,likeslavery,likeslavery,likeslavery,Negative
12640,28,100,company-eval,not a place to work,Ngram,notaplacetowork,notaplacetowork,notaplacetowork,Negative
12641,28,100,company-eval,should come with good,Ngram,shouldcomewithgood,shouldcomewithgood,shouldcomewithgood,Negative
12642,27,100,company-eval,too strong,Ngram,toostrong,toostrong,toostrong,Positive
12643,27,100,company-eval,targeting growth,Ngram,targetinggrowth,targetinggrowth,targetinggrowth,Positive
12644,28,100,company-eval,don't come back,Ngram,dontcomeback,dontcomeback,dontcomeback,Negative
12645,28,100,company-eval,less transparent,Ngram,lesstransparent,lesstransparent,lesstransparent,Negative
12646,28,100,company-eval,pissed off,Ngram,pissed-off,pissed-off,pissed-off,Negative
12647,28,100,company-eval,voted out,Ngram,voted-out,voted-out,voted-out,Negative
12648,28,100,company-eval,does not have an up-or-out structure,Ngram,doesnothaveanup-or-outstructure,doesnothaveanup-or-outstructure,doesnothaveanup-or-outstructure,Negative
12649,28,100,company-eval,like they are in middle school,Ngram,liketheyareinmiddleschool,liketheyareinmiddleschool,liketheyareinmiddleschool,Negative
12650,28,100,company-eval,not a tightly run operation,Ngram,notatightlyrunoperation,notatightlyrunoperation,notatightlyrunoperation,Negative
12651,28,100,company-eval,should get their feet wet,Ngram,shouldgettheirfeetwet,shouldgettheirfeetwet,shouldgettheirfeetwet,Negative
12652,27,100,company-eval,totally agree,Ngram,totally-agree,totally-agree,totally-agree,Positive
12653,27,100,company-eval,team focused,Ngram,teamfocused,teamfocused,teamfocused,Positive
12654,28,100,company-eval,don't deserved,Ngram,dont-deserved,dont-deserved,dont-deserved,Negative
12655,28,100,company-eval,lets see how long,Ngram,letsseehowlong,letsseehowlong,letsseehowlong,Negative
12656,28,100,company-eval,play acting,Ngram,play-acting,play-acting,play-acting,Negative
12657,28,100,company-eval,vote for pap,Ngram,voteforpap,voteforpap,voteforpap,Negative
12658,28,100,company-eval,does not have any idea,Ngram,doesnothaveanyidea,doesnothaveanyidea,doesnothaveanyidea,Negative
12659,28,100,company-eval,limit agility,Ngram,limitagility,limitagility,limitagility,Negative
12660,28,100,company-eval,not a very lucrative experience,Ngram,notaverylucrativeexperience,notaverylucrativeexperience,notaverylucrativeexperience,Negative
12661,28,100,company-eval,should improve,Ngram,shouldimprove,shouldimprove,shouldimprove,Negative
12662,27,100,company-eval,tough choice,Ngram,tough-choice,tough-choice,tough-choice,Positive
12663,27,100,company-eval,teams are strong,Ngram,teamsarestrong,teamsarestrong,teamsarestrong,Positive
12664,28,100,company-eval,don't deserve us,Ngram,dontdeserveus,dontdeserveus,dontdeserveus,Negative
12665,28,100,company-eval,liao liao,Ngram,liaoliao(diedie),liaoliao(diedie),liaoliao(diedie),Negative
12666,28,100,company-eval,playing dirty,Ngram,playing-dirty,playing-dirty,playing-dirty,Negative
12667,28,100,company-eval,vote lhl out,Ngram,votelhlout,votelhlout,votelhlout,Negative
12668,28,100,company-eval,does not have the reputation,Ngram,doesnothavethereputation,doesnothavethereputation,doesnothavethereputation,Negative
12669,28,100,company-eval,limit exit opportunities,Ngram,limitexitopportunities,limitexitopportunities,limitexitopportunities,Negative
12670,28,100,company-eval,not accessible,Ngram,notaccessible,notaccessible,notaccessible,Negative
12671,28,100,company-eval,should pay more,Ngram,shouldpaymore,shouldpaymore,shouldpaymore,Negative
12672,27,100,company-eval,united against,Ngram,united-against,united-against,united-against,Positive
12673,27,100,company-eval,tons of smart people ,Ngram,tonsofsmartpeople,tonsofsmartpeople,tonsofsmartpeople,Positive
12674,28,100,company-eval,don't even have the confidence,Ngram,dontevenhavetheconfidence,dontevenhavetheconfidence,dontevenhavetheconfidence,Negative
12675,28,100,company-eval,licking dogs,Ngram,licking-dogs,licking-dogs,licking-dogs,Negative
12676,28,100,company-eval,please help,Ngram,please-help,please-help,please-help,Negative
12677,28,100,company-eval,vote out,Ngram,vote-out,vote-out,vote-out,Negative
12678,28,100,company-eval,does not justify hours,Ngram,doesnotjustifyhours,doesnotjustifyhours,doesnotjustifyhours,Negative
12679,28,100,company-eval,limit future opportunities,Ngram,limitfutureopportunities,limitfutureopportunities,limitfutureopportunities,Negative
12680,28,100,company-eval,not acted upon,Ngram,notactedupon,notactedupon,notactedupon,Negative
12681,28,100,company-eval,significant flaw,Ngram,significantflaw,significantflaw,significantflaw,Negative
12682,27,100,company-eval,up and up,Ngram,upandup,upandup,upandup,Positive
12683,27,100,company-eval,top notch,Ngram,topnotch,topnotch,topnotch,Positive
12684,28,100,company-eval,don't even try,Ngram,donteventry,donteventry,donteventry,Negative
12685,28,100,company-eval,like cattle,Ngram,like cattle,like cattle,like cattle,Negative
12686,28,100,company-eval,please lah,Ngram,please-lah,please-lah,please-lah,Negative
12687,28,100,company-eval,vote pap,Ngram,vote-pap,vote-pap,vote-pap,Negative
12688,28,100,company-eval,does not listen,Ngram,doesnotlisten,doesnotlisten,doesnotlisten,Negative
12689,28,100,company-eval,limited advancement,Ngram,limitedadvancement,limitedadvancement,limitedadvancement,Negative
12690,28,100,company-eval,not adequately compensated,Ngram,notadequatelycompensated,notadequatelycompensated,notadequatelycompensated,Negative
12691,28,100,company-eval,significant time commitments,Ngram,significanttimecommitments,significanttimecommitments,significanttimecommitments,Negative
12692,27,100,company-eval,up for it,Ngram,upforit,upforit,upforit,Positive
12693,27,100,company-eval,top quality ,Ngram,topquality,topquality,topquality,Positive
12694,28,100,company-eval,don't fully practice,Ngram,dontfullypractice,dontfullypractice,dontfullypractice,Negative
12695,28,100,company-eval,like a dog,Ngram,likeadog,likeadog,likeadog,Negative
12696,28,100,company-eval,please no no,Ngram,pleasenono,pleasenono,pleasenono,Negative
12697,28,100,company-eval,vote them out,Ngram,votethemout,votethemout,votethemout,Negative
